,tweet_id,retweet_count,favorite_count
685,785533386513321988,1813,8359
686,785515384317313025,1144,5655
687,785264754247995392,1499,6763
688,785170936622350336,4430,11114
689,784826020293709826,2963,9364
690,784517518371221505,2331,8322
691,784431430411685888,1164,5314
692,784183165795655680,7363,18538
693,784057939640352768,10205,27463
694,783839966405230592,9886,27727
695,783821107061198850,1802,6830
696,783695101801398276,2946,9647
697,783466772167098368,2053,7777
698,783391753726550016,5029,15647
699,783347506784731136,5082,0
700,783334639985389568,10716,26918
701,783085703974514689,1990,7545
702,782969140009107456,6779,22295
703,782747134529531904,1295,6911
704,782722598790725632,4943,15930
705,782598640137187329,1751,7208
706,782305867769217024,5066,15360
707,782021823840026624,5643,0
708,781955203444699136,3096,10313
709,781661882474196992,2484,9649
710,781655249211752448,1042,3686
711,781524693396357120,5069,19117
712,781308096455073793,2355,6589
713,781251288990355457,1905,7713
714,781163403222056960,2544,9028
715,780931614150983680,6632,19997
716,780858289093574656,1840,6621
717,780800785462489090,1185,5057
718,780601303617732608,3085,11118
719,780543529827336192,1606,5832
720,780496263422808064,3368,0
721,780476555013349377,102,0
722,780459368902959104,987,4879
723,780192070812196864,2056,8026
724,780092040432480260,2098,0
725,780074436359819264,4508,11190
726,779834332596887552,6417,17345
727,779377524342161408,2846,8061
728,779124354206535695,16783,0
729,779056095788752897,4156,13589
730,778990705243029504,6575,18371
731,778774459159379968,9015,0
732,778764940568104960,329,799
733,778748913645780993,1189,6306
734,778650543019483137,1374,5286
735,778624900596654080,928,4237
736,778408200802557953,3961,12601
737,778396591732486144,11156,0
738,778383385161035776,1003,5368
739,778286810187399168,3014,9504
740,778039087836069888,2421,7833
741,778027034220126208,1471,6040
742,777953400541634568,3221,0
743,777885040357281792,1493,5847
744,777684233540206592,2694,10364
745,777641927919427584,3867,0
746,777621514455814149,2312,8023
747,777189768882946048,3930,13024
748,776819012571455488,12395,0
749,776813020089548800,1104,4501
750,776477788987613185,2522,8071
751,776249906839351296,8331,0
752,776218204058357768,14492,27542
753,776201521193218049,2306,8822
754,776113305656188928,3984,10860
755,776088319444877312,140,1680
756,775898661951791106,15316,0
757,775842724423557120,2423,10764
758,775733305207554048,3654,12748
759,775729183532220416,4217,11968
760,775364825476165632,2678,6812
761,775350846108426240,3573,9352
762,775085132600442880,4302,14314
763,774757898236878852,1630,7931
764,774639387460112384,1588,6223
765,774314403806253056,5023,20081
766,773985732834758656,3536,9935
767,773922284943896577,1599,5911
768,773704687002451968,1475,6078
769,773670353721753600,1208,4934
770,773547596996571136,5609,20372
771,773336787167145985,4582,0
772,773308824254029826,6851,21428
773,773247561583001600,2961,8685
774,773191612633579521,3747,9174
775,772877495989305348,3534,7877
776,772826264096874500,2175,7376
777,772615324260794368,3072,0
778,772581559778025472,1565,5961
779,772193107915964416,1269,5540
780,772152991789019136,1037,3500
781,772117678702071809,678,3466
782,772114945936949249,432,2524
783,772102971039580160,849,3679
784,771908950375665664,1729,6036
785,771770456517009408,3094,10961
786,771500966810099713,2395,7612
787,771380798096281600,4582,9689
788,771171053431250945,6776,0
789,771136648247640064,2671,8419
790,771102124360998913,1307,5724
791,771014301343748096,1517,6336
792,770787852854652928,1090,4509
793,770772759874076672,1306,4765
794,770655142660169732,1647,6745
795,770414278348247044,1901,5797
796,770293558247038976,1331,5717
797,770093767776997377,2777,0
798,770069151037685760,2099,6968
799,769940425801170949,8693,28666
800,769695466921623552,1538,5906
801,769335591808995329,7046,0
802,769212283578875904,1579,4980
803,768970937022709760,5909,13128
804,768909767477751808,2403,0
805,768855141948723200,811,3836
806,768609597686943744,1079,3769
807,768596291618299904,1176,4632
808,768554158521745409,5308,0
809,768473857036525572,3116,12521
810,768193404517830656,3221,9945
811,767884188863397888,1254,4367
812,767754930266464257,4891,14626
813,767500508068192258,2118,6886
814,767191397493538821,3424,11265
815,767122157629476866,2601,9342
816,766793450729734144,1234,4636
817,766714921925144576,340,2409
818,766693177336135680,719,3702
819,766423258543644672,1433,5506
820,766313316352462849,1702,6212
821,766078092750233600,2386,0
822,766069199026450432,764,3849
823,766008592277377025,454,3437
824,765719909049503744,1960,6628
825,765669560888528897,1113,4733
826,765395769549590528,3071,24501
827,765371061932261376,1972,6536
828,765222098633691136,3072,10685
829,764857477905154048,1621,5940
830,764259802650378240,1372,5499
831,763956972077010945,49,717
832,763837565564780549,3751,11488
833,763183847194451968,1330,4929
834,763167063695355904,2710,0
835,763103485927849985,2082,6751
836,762699858130116608,3251,11085
837,762471784394268675,5821,10318
838,762464539388485633,3761,9429
839,762316489655476224,1018,4399
840,762035686371364864,14097,29274
841,761976711479193600,1798,4941
842,761750502866649088,3538,0
843,761745352076779520,785,3928
844,761672994376806400,26304,45367
845,761599872357261312,1079,3786
846,761371037149827077,16419,0
847,761334018830917632,1321,4717
848,761292947749015552,989,4078
849,761227390836215808,1420,4862
850,761004547850530816,3177,10406
851,760893934457552897,874,3483
852,760656994973933572,1722,6031
853,760641137271070720,1175,4564
854,760539183865880579,3282,6922
855,760521673607086080,1266,3840
856,760290219849637889,10436,24521
857,760252756032651264,787,3636
858,760190180481531904,1623,5239
859,760153949710192640,28,0
860,759943073749200896,1905,5422
861,759846353224826880,1779,6143
862,759793422261743616,1744,5454
863,759557299618865152,1094,4312
864,759447681597108224,2232,7727
865,759446261539934208,449,1528
866,759197388317847553,1783,5590
867,759159934323924993,1058,0
868,759099523532779520,3754,13338
869,759047813560868866,1817,5934
870,758854675097526272,827,3245
871,758828659922702336,3494,10248
872,758740312047005698,1479,5260
873,758474966123810816,905,3479
874,758467244762497024,2003,4382
875,758405701903519748,1735,4773
876,758355060040593408,943,3071
877,758099635764359168,9015,17353
878,758041019896193024,336,2454
879,757741869644341248,2985,6274
880,757729163776290825,7104,0
881,757725642876129280,1090,4158
882,757611664640446465,999,4201
883,757597904299253760,274,0
884,757596066325864448,942,3985
885,757400162377592832,6232,13838
886,757393109802180609,1564,5350
887,757354760399941633,1284,4124
888,756998049151549440,1809,5715
889,756939218950160384,1819,6075
890,756651752796094464,1176,4581
891,756526248105566208,3243,9487
892,756303284449767430,989,3607
893,756288534030475264,16064,40275
894,756275833623502848,1384,5839
895,755955933503782912,2591,6698
896,755206590534418437,4846,14983
897,755110668769038337,10061,19344
898,754874841593970688,7147,0
899,754856583969079297,2284,6321
900,754747087846248448,468,2360
901,754482103782404096,1766,4823
902,754449512966619136,662,3423
903,754120377874386944,2138,7222
904,753655901052166144,1964,5350
905,753420520834629632,3193,7180
906,753398408988139520,1708,5244
907,753375668877008896,2098,6957
908,753298634498793472,5129,0
909,753294487569522689,944,3045
910,753039830821511168,18890,33872
911,753026973505581056,864,3570
912,752932432744185856,6214,11547
913,752917284578922496,1417,6345
914,752701944171524096,2587,0
915,752682090207055872,1437,5491
916,752660715232722944,1407,3994
917,752568224206688256,2062,5017
918,752519690950500352,3105,6696
919,752334515931054080,998,3517
920,752309394570878976,14716,0
921,752173152931807232,1644,5426
922,751950017322246144,817,2799
923,751937170840121344,1178,4740
924,751830394383790080,1762,5329
925,751793661361422336,2574,5302
926,751598357617971201,2788,7254
927,751583847268179968,995,4005
928,751538714308972544,1136,4607
929,751456908746354688,915,2951
930,751251247299190784,5319,11494
931,751205363882532864,1643,5758
932,751132876104687617,1171,4619
933,750868782890057730,1234,4376
934,750719632563142656,4522,12004
935,750506206503038976,1032,4041
936,750429297815552001,3867,12046
937,750383411068534784,1030,4161
938,750381685133418496,25,659
939,750147208377409536,870,2849
940,750132105863102464,1158,3291
941,750117059602808832,1192,3963
942,750101899009982464,763,2792
943,750086836815486976,484,1978
944,750071704093859840,2993,7112
945,750056684286914561,810,2893
946,750041628174217216,561,2903
947,750026558547456000,707,2468
948,750011400160841729,811,2938
949,749996283729883136,745,2774
950,749981277374128128,2243,4695
951,749774190421639168,1191,4255
952,749417653287129088,1496,5562
953,749403093750648834,484,2387
954,749395845976588288,3118,7803
955,749317047558017024,2018,4984
956,749075273010798592,1855,5253
957,749064354620928000,1388,4393
958,749036806121881602,726,2815
959,748977405889503236,3088,9810
960,748932637671223296,2033,5299
961,748705597323898880,862,2521
962,748699167502000129,1437,4308
963,748692773788876800,1216,3868
964,748575535303884801,1783,5532
965,748568946752774144,598,2001
966,748346686624440324,1112,4744
967,748337862848962560,3687,6930
968,748324050481647620,674,3383
969,748307329658011649,645,3367
970,748220828303695873,6999,12902
971,747963614829678593,1931,5258
972,747933425676525569,2323,6044
973,747885874273214464,870,2666
974,747844099428986880,666,2567
975,747816857231626240,1041,4416
976,747651430853525504,143,1255
977,747648653817413632,5260,11749
978,747600769478692864,516,2123
979,747594051852075008,939,3345
980,747512671126323200,1457,5010
981,747461612269887489,927,3504
982,747439450712596480,1735,4935
983,747242308580548608,2599,0
984,747219827526344708,1418,4787
985,747204161125646336,815,3054
986,747103485104099331,3576,8709
987,746906459439529985,265,2661
988,746872823977771008,1902,5454
989,746818907684614144,1572,4842
990,746790600704425984,1441,4449
991,746757706116112384,3508,8658
992,746726898085036033,1616,5525
993,746542875601690625,1725,4606
994,746521445350707200,884,0
995,746507379341139972,978,4271
996,746369468511756288,1466,5630
997,746131877086527488,1970,6252
998,746056683365994496,729,3238
999,745789745784041472,954,3592
1000,745712589599014916,2097,6358
1001,745433870967832576,2283,6424
1002,745422732645535745,2171,7778
1003,745314880350101504,2451,6473
1004,745074613265149952,3140,7125
1005,745057283344719872,2033,6615
1006,744995568523612160,559,2680
1007,744971049620602880,2409,7168
1008,744709971296780288,1412,5100
1009,744334592493166593,1904,6203
1010,744234799360020481,69622,142135
1011,744223424764059648,323,1498
1012,743980027717509120,988,3807
1013,743895849529389061,865,3323
1014,743835915802583040,1841,0
1015,743609206067040256,1252,4077
1016,743595368194129920,5866,16586
1017,743545585370791937,852,3202
1018,743510151680958465,3376,7260
1019,743253157753532416,1105,3848
1020,743222593470234624,1717,5605
1021,743210557239623680,1228,3494
1022,742534281772302336,3242,6439
1023,742528092657332225,1774,4018
1024,742465774154047488,3550,6595
1025,742423170473463808,3368,8883
1026,742385895052087300,1756,6137
1027,742161199639494656,1233,3923
1028,742150209887731712,1381,4601
1029,741793263812808706,1372,4132
1030,741743634094141440,2466,7403
1031,741438259667034112,737,3342
1032,741303864243200000,2875,7955
1033,741099773336379392,4946,9050
1034,741067306818797568,2777,8679
1035,740995100998766593,2434,5713
1036,740711788199743490,849,3076
1037,740699697422163968,699,2591
1038,740676976021798912,6127,16457
1039,740373189193256964,11961,31825
1040,740365076218183684,381,2207
1041,740359016048689152,787,2992
1042,740214038584557568,1765,6031
1043,739979191639244800,5308,18088
1044,739932936087216128,968,3647
1045,739844404073074688,779,3446
1046,739623569819336705,1223,3426
1047,739606147276148736,1479,4870
1048,739544079319588864,19008,35779
1049,739485634323156992,2605,6467
1050,739238157791694849,52073,104912
1051,738891149612572673,6,88
1052,738885046782832640,1029,3420
1053,738883359779196928,711,2977
1054,738537504001953792,1374,4609
1055,738402415918125056,734,2946
1056,738184450748633089,1093,3896
1057,738166403467907072,2998,7917
1058,738156290900254721,574,2231
1059,737826014890496000,1586,4725
1060,737800304142471168,3140,9036
1061,737678689543020544,1179,4537
1062,737445876994609152,4001,9256
1063,737322739594330112,721,3256
1064,737310737551491075,6650,13281
1065,736736130620620800,1528,3799
1066,736392552031657984,6557,16024
1067,736365877722001409,1097,3604
1068,736225175608430592,2511,7332
1069,736010884653420544,2672,7109
1070,735991953473572864,1029,3240
1071,735648611367784448,994,3658
1072,735635087207878657,2111,5545
1073,735274964362878976,4477,11824
1074,735256018284875776,797,3011
1075,735137028879360001,866,2831
1076,734912297295085568,466,2489
1077,734787690684657664,5698,11343
1078,734776360183431168,485,2276
1079,734559631394082816,349,1352
1080,733828123016450049,708,3234
1081,733822306246479872,911,3314
1082,733482008106668032,844,2821
1083,733460102733135873,1126,3789
1084,733109485275860992,15316,48349
1085,732732193018155009,478,2181
1086,732726085725589504,786,3212
1087,732585889486888962,706,3298
1088,732375214819057664,2260,7282
1089,732005617171337216,4816,13414
1090,731285275100512256,889,3137
1091,731156023742988288,1130,3471
1092,730924654643314689,1763,5504
1093,730573383004487680,1887,4366
1094,730427201120833536,932,3137
1095,730211855403241472,948,3419
1096,730196704625098752,1678,4347
1097,729854734790754305,998,3637
1098,729838605770891264,337,1565
1099,729823566028484608,1108,3575
1100,729463711119904772,2065,5223
1101,729113531270991872,287,1705
1102,728986383096946689,729,2833
1103,728760639972315136,1522,4198
1104,728751179681943552,606,2474
1105,728653952833728512,938,3002
1106,728409960103686147,1804,4406
1107,728387165835677696,869,3340
1108,728046963732717569,1068,3850
1109,728035342121635841,1489,4080
1110,728015554473250816,977,3705
1111,727685679342333952,566,2671
1112,727644517743104000,1575,5284
1113,727524757080539137,1068,4014
1114,727314416056803329,664,3004
1115,727286334147182592,737,2754
1116,727175381690781696,1226,3517
1117,727155742655025152,1188,3265
1118,726935089318363137,2178,6171
1119,726887082820554753,1353,3466
1120,726828223124897792,908,3225
1121,726224900189511680,1028,3988
1122,725842289046749185,2386,6388
1123,725786712245440512,1228,3767
1124,725729321944506368,1585,4683
1125,725458796924002305,552,1282
1126,724983749226668032,1152,3369
1127,724771698126512129,561,2109
1128,724405726123311104,1493,4775
1129,724049859469295616,1596,3877
1130,724046343203856385,510,2403
1131,724004602748780546,1379,3763
1132,723912936180330496,1112,3513
1133,723688335806480385,2618,6919
1134,723673163800948736,808,2738
1135,723179728551723008,1670,4763
1136,722974582966214656,1413,3706
1137,722613351520608256,1476,4488
1138,721503162398597120,1623,4149
1139,721001180231503872,546,2296
1140,720785406564900865,689,2790
1141,720775346191278080,554,2222
1142,720415127506415616,1342,3719
1143,720389942216527872,2236,5745
1144,720340705894408192,862,2572
1145,720059472081784833,1005,3470
1146,720043174954147842,1792,4472
1147,719991154352222208,1576,4397
1148,719704490224398336,1277,4066
1149,719551379208073216,1693,4566
1150,719367763014393856,677,2549
1151,719339463458033665,1107,3999
1152,719332531645071360,840,3108
1153,718971898235854848,965,3141
1154,718939241951195136,1562,4705
1155,718631497683582976,7126,16974
1156,718613305783398402,423,2196
1157,718540630683709445,914,2199
1158,718460005985447936,469,2434
1159,718454725339934721,1360,4414
1160,718246886998687744,442,1715
1161,718234618122661888,902,3479
1162,717841801130979328,539,2226
1163,717790033953034240,976,2578
1164,717537687239008257,1633,5189
1165,717428917016076293,401,1445
1166,717421804990701568,745,2813
1167,717047459982213120,1720,5658
1168,717009362452090881,861,2926
1169,716802964044845056,1037,3884
1170,716791146589110272,1440,7574
1171,716730379797970944,392,1117
1172,716447146686459905,5232,11760
1173,716439118184652801,188,2148
1174,716285507865542656,954,2513
1175,716080869887381504,1689,6102
1176,715928423106027520,781,2872
1177,715758151270801409,1272,3346
1178,715733265223708672,1508,4180
1179,715704790270025728,506,2510
1180,715696743237730304,1149,3512
1181,715680795826982913,1433,3895
1182,715360349751484417,1396,4936
1183,715342466308784130,614,2732
1184,715220193576927233,579,2166
1185,715200624753819648,1663,4647
1186,715009755312439296,1089,3736
1187,714982300363173890,920,3355
1188,714962719905021952,3789,6594
1189,714957620017307648,1268,3730
1190,714631576617938945,882,2954
1191,714606013974974464,817,3281
1192,714485234495041536,999,2404
1193,714258258790387713,663,2748
1194,714251586676113411,753,2967
1195,714214115368108032,791,2078
1196,714141408463036416,1260,3909
1197,713919462244790272,712,2981
1198,713909862279876608,480,1716
1199,713900603437621249,650,2561
1200,713761197720473600,1224,4376
1201,713411074226274305,1168,4016
1202,713177543487135744,2567,6511
1203,713175907180089344,1317,4009
1204,712809025985978368,6006,17208
1205,712717840512598017,4457,11102
1206,712668654853337088,1092,3754
1207,712438159032893441,1400,4793
1208,712309440758808576,24,218
1209,712097430750289920,922,3388
1210,712092745624633345,797,2648
1211,712085617388212225,432,2954
1212,712065007010385924,562,2033
1213,711998809858043904,120,0
1214,711968124745228288,2060,7255
1215,711743778164514816,895,2559
1216,711732680602345472,3645,7933
1217,711694788429553666,16419,29719
1218,711652651650457602,814,3471
1219,711363825979756544,1009,3253
1220,711306686208872448,668,2988
1221,711008018775851008,553,2678
1222,710997087345876993,1250,4121
1223,710844581445812225,604,2307
1224,710833117892898816,468,2420
1225,710658690886586372,510,2092
1226,710609963652087808,2139,4351
1227,710588934686908417,1678,4105
1228,710296729921429505,661,2147
1229,710283270106132480,475,1942
1230,710272297844797440,1123,4056
1231,710269109699739648,1002,2153
1232,710153181850935296,797,2638
1233,710140971284037632,794,2472
1234,710117014656950272,1769,4940
1235,709918798883774466,977,3149
1236,709901256215666688,91,597
1237,709852847387627521,1076,3172
1238,709566166965075968,1056,3183
1239,709556954897764353,968,2945
1240,709519240576036864,216,1351
1241,709449600415961088,512,1979
1242,709409458133323776,608,2386
1243,709225125749587968,517,2158
1244,709207347839836162,5120,11248
1245,709198395643068416,582,2215
1246,709179584944730112,598,1820
1247,709158332880297985,360,1836
1248,709042156699303936,1461,4232
1249,708853462201716736,588,1643
1250,708845821941387268,796,2700
1251,708834316713893888,446,1506
1252,708810915978854401,6193,14927
1253,708738143638450176,729,2487
1254,708711088997666817,634,2294
1255,708479650088034305,613,2296
1256,708469915515297792,720,2769
1257,708400866336894977,8950,14423
1258,708356463048204288,1183,3238
1259,708349470027751425,669,2146
1260,708149363256774660,1394,3908
1261,708130923141795840,773,3041
1262,708119489313951744,876,2427
1263,708109389455101952,495,1763
1264,708026248782585858,1731,4000
1265,707995814724026368,995,2801
1266,707983188426153984,2,43
1267,707969809498152960,859,2437
1268,707776935007539200,860,2949
1269,707741517457260545,547,2247
1270,707738799544082433,2177,3670
1271,707693576495472641,907,3059
1272,707629649552134146,776,2316
1273,707610948723478529,5643,15319
1274,707420581654872064,616,2028
1275,707411934438625280,537,2077
1276,707387676719185920,1128,3144
1277,707377100785885184,966,2949
1278,707315916783140866,569,2240
1279,707297311098011648,704,2519
1280,707059547140169728,615,2354
1281,707038192327901184,704,1976
1282,707021089608753152,1210,3663
1283,707014260413456384,535,2072
1284,706904523814649856,7046,13204
1285,706901761596989440,516,1850
1286,706681918348251136,883,2965
1287,706644897839910912,970,2306
1288,706593038911545345,573,1943
1289,706538006853918722,1277,3133
1290,706516534877929472,923,2836
1291,706346369204748288,830,3099
1292,706310011488698368,7035,19172
1293,706291001778950144,430,1533
1294,706265994973601792,835,2460
1295,706169069255446529,1990,3532
1296,706166467411222528,1430,4634
1297,706153300320784384,339,1331
1298,705975130514706432,654,2804
1299,705970349788291072,789,2865
1300,705898680587526145,489,2135
1301,705786532653883392,462,1767
1302,705591895322394625,1013,2839
1303,705475953783398401,813,2677
1304,705442520700944385,1441,3995
1305,705428427625635840,1502,3430
1306,705239209544720384,668,2698
1307,705223444686888960,709,2329
1308,705102439679201280,471,1932
1309,705066031337840642,551,1974
1310,704871453724954624,1003,3921
1311,704859558691414016,469,2023
1312,704847917308362754,1346,4613
1313,704819833553219584,886,2393
1314,704761120771465216,2599,5997
1315,704499785726889984,890,2598
1316,704491224099647488,69,671
1317,704480331685040129,965,3079
1318,704364645503647744,3188,7204
1319,704347321748819968,308,1414
1320,704134088924532736,407,1359
1321,704113298707505153,516,1674
1322,704054845121142784,835,2646
1323,703774238772166656,399,1672
1324,703769065844768768,1007,2940
1325,703631701117943808,592,2320
1326,703611486317502464,1362,3462
1327,703425003149250560,1206,3424
1328,703407252292673536,618,2220
1329,703382836347330562,1017,3159
1330,703356393781329922,341,1732
1331,703268521220972544,491,1795
1332,703079050210877440,2759,6686
1333,703041949650034688,11156,23852
1334,702932127499816960,641,2311
1335,702899151802126337,405,1454
1336,702684942141153280,955,2911
1337,702671118226825216,499,1974
1338,702598099714314240,3097,11065
1339,702539513671897089,857,2592
1340,702332542343577600,1366,2870
1341,702321140488925184,943,2961
1342,702276748847800320,687,2238
1343,702217446468493312,1206,4281
1344,701981390485725185,878,3084
1345,701952816642965504,919,3456
1346,701889187134500865,1245,3187
1347,701805642395348998,1493,3066
1348,701601587219795968,412,1886
1349,701570477911896070,828,2527
1350,701545186879471618,542,2403
1351,701214700881756160,4582,11035
1352,700890391244103680,504,1994
1353,700864154249383937,553,2353
1354,700847567345688576,447,2224
1355,700796979434098688,850,2205
1356,700747788515020802,8331,20577
1357,700518061187723268,711,2343
1358,700505138482569216,518,2060
1359,700462010979500032,1610,3717
1360,700167517596164096,644,2372
1361,700151421916807169,600,2011
1362,700143752053182464,2403,6767
1363,700062718104104960,600,2400
1364,700029284593901568,524,1877
1365,700002074055016451,1191,2974
1366,699801817392291840,843,2723
1367,699788877217865730,465,2019
1368,699779630832685056,1094,2455
1369,699775878809702401,534,1774
1370,699691744225525762,4099,9289
1371,699446877801091073,2354,5382
1372,699434518667751424,461,1991
1373,699423671849451520,284,1225
1374,699413908797464576,558,1894
1375,699370870310113280,386,1703
1376,699323444782047232,780,2849
1377,699088579889332224,551,2035
1378,699079609774645248,564,2211
1379,699072405256409088,1067,2659
1380,699060279947165696,1597,3371
1381,699036661657767936,1081,2363
1382,698989035503689728,868,3022
1383,698953797952008193,808,2426
1384,698907974262222848,548,2297
1385,698710712454139905,607,2222
1386,698703483621523456,332,1297
1387,698635131305795584,305,1166
1388,698549713696649216,550,2099
1389,698355670425473025,390,1671
1390,698342080612007937,860,2040
1391,698262614669991936,1764,4312
1392,698195409219559425,5381,15212
1393,698178924120031232,669,2541
1394,697995514407682048,300,1383
1395,697990423684476929,1157,2969
1396,697943111201378304,600,2161
1397,697881462549430272,1040,2733
1398,697630435728322560,492,1570
1399,697616773278015490,913,2850
1400,697596423848730625,1121,2710
1401,697575480820686848,450,1855
1402,697516214579523584,979,1842
1403,697482927769255936,594,2198
1404,697463031882764288,1249,3101
1405,697270446429966336,1694,4274
1406,697259378236399616,889,2974
1407,697255105972801536,1043,2797
1408,697242256848379904,611,2283
1409,696900204696625153,923,2866
1410,696894894812565505,614,2128
1411,696886256886657024,1609,4380
1412,696877980375769088,631,2211
1413,696754882863349760,326,1349
1414,696744641916489729,825,1862
1415,696713835009417216,577,2141
1416,696518437233913856,1539,3570
1417,696490539101908992,123,1110
1418,696488710901260288,913,2270
1419,696405997980676096,1036,2872
1420,696100768806522880,580,1740
1421,695816827381944320,1040,2709
1422,695794761660297217,694,2863
1423,695767669421768709,659,1675
1424,695629776980148225,1866,4117
1425,695446424020918272,1631,4026
1426,695409464418041856,3198,7811
1427,695314793360662529,1281,3284
1428,695095422348574720,540,2409
1429,695074328191332352,977,2562
1430,695064344191721472,525,1454
1431,695051054296211456,712,2384
1432,694925794720792577,809,2439
1433,694905863685980160,824,2481
1434,694669722378485760,12874,32302
1435,694356675654983680,248,1365
1436,694352839993344000,538,1849
1437,694342028726001664,427,1434
1438,694329668942569472,446,1786
1439,694206574471057408,1837,3744
1440,694183373896572928,833,2660
1441,694001791655137281,919,3066
1442,693993230313091072,356,1700
1443,693942351086120961,326,1584
1444,693647888581312512,515,2418
1445,693644216740769793,115,1228
1446,693642232151285760,375,2295
1447,693629975228977152,716,2227
1448,693622659251335168,330,1398
1449,693590843962331137,1764,4545
1450,693582294167244802,220,1492
1451,693486665285931008,562,1603
1452,693280720173801472,1109,3045
1453,693267061318012928,723,2165
1454,693262851218264065,445,2014
1455,693231807727280129,661,2604
1456,693155686491000832,2868,7134
1457,693109034023534592,549,1534
1458,693095443459342336,402,1661
1459,692919143163629568,690,2448
1460,692905862751522816,779,2195
1461,692901601640583168,532,1588
1462,692894228850999298,704,2037
1463,692828166163931137,786,2602
1464,692752401762250755,3257,6154
1465,692568918515392513,1379,3958
1466,692535307825213440,1221,2850
1467,692530551048294401,363,1655
1468,692423280028966913,193,1343
1469,692417313023332352,3091,8469
1470,692187005137076224,736,2294
1471,692158366030913536,712,1931
1472,692142790915014657,351,1480
1473,692041934689402880,1120,3065
1474,692017291282812928,857,2616
1475,691820333922455552,1468,3560
1476,691793053716221953,3778,7350
1477,691756958957883396,876,2558
1478,691675652215414786,457,1761
1479,691483041324204033,495,2149
1480,691459709405118465,1005,3663
1481,691444869282295808,738,2379
1482,691416866452082688,6805,17496
1483,691321916024623104,589,2330
1484,691096613310316544,785,2694
1485,691090071332753408,302,1569
1486,690989312272396288,2576,5335
1487,690959652130045952,1099,3251
1488,690938899477221376,1721,3710
1489,690932576555528194,887,2971
1490,690735892932222976,1131,3426
1491,690728923253055490,460,1947
1492,690690673629138944,737,2103
1493,690649993829576704,244,1180
1494,690607260360429569,14,275
1495,690597161306841088,540,1749
1496,690400367696297985,401,1713
1497,690374419777196032,756,2912
1498,690360449368465409,781,2395
1499,690348396616552449,458,1345
1500,690248561355657216,366,1506
1501,690021994562220032,912,2536
1502,690015576308211712,654,2251
1503,690005060500217858,1529,3315
1504,689999384604450816,326,1275
1505,689993469801164801,400,1327
1506,689977555533848577,403,1239
1507,689905486972461056,611,2224
1508,689877686181715968,1028,2752
1509,689835978131935233,683,1977
1510,689661964914655233,845,2941
1511,689659372465688576,3437,9334
1512,689623661272240129,574,2002
1513,689599056876867584,4968,10543
1514,689557536375177216,396,1861
1515,689517482558820352,1280,3075
1516,689289219123089408,836,2035
1517,689283819090870273,987,2962
1518,689280876073582592,635,1790
1519,689275259254616065,219,1033
1520,689255633275777024,964,2300
1521,689154315265683456,888,2808
1522,689143371370250240,451,1838
1523,688916208532455424,764,2448
1524,688908934925697024,699,1908
1525,688898160958271489,705,1884
1526,688894073864884227,614,2027
1527,688828561667567616,317,1256
1528,688804835492233216,166,872
1529,688789766343622656,599,2014
1530,688547210804498433,617,2351
1531,688519176466644993,649,2111
1532,688385280030670848,4035,8364
1533,688211956440801280,736,2038
1534,688179443353796608,523,1934
1535,688116655151435777,688,2563
1536,688064179421470721,319,1557
1537,687841446767013888,2217,4918
1538,687826841265172480,999,2473
1539,687818504314159109,852,2248
1540,687807801670897665,647,2143
1541,687732144991551489,587,1593
1542,687704180304273409,759,2199
1543,687664829264453632,466,1771
1544,687494652870668288,523,1730
1545,687480748861947905,217,1448
1546,687476254459715584,475,1787
1547,687460506001633280,486,1851
1548,687399393394311168,542,1711
1549,687317306314240000,8238,18296
1550,687312378585812992,1710,3940
1551,687127927494963200,2021,4884
1552,687124485711986689,456,1980
1553,687109925361856513,2206,5273
1554,687102708889812993,862,2124
1555,687096057537363968,548,2043
1556,686947101016735744,2865,7831
1557,686760001961103360,1246,3181
1558,686749460672679938,1301,3147
1559,686730991906516992,1079,3740
1560,686683045143953408,723,2561
1561,686618349602762752,1223,3349
1562,686606069955735556,483,1711
1563,686394059078897668,628,1560
1564,686386521809772549,780,2948
1565,686377065986265092,507,2008
1566,686358356425093120,584,1959
1567,686286779679375361,1502,3643
1568,686050296934563840,655,2037
1569,686035780142297088,102,1040
1570,686034024800862208,1022,2790
1571,686007916130873345,359,2241
1572,686003207160610816,558,1647
1573,685973236358713344,471,1895
1574,685943807276412928,529,1474
1575,685906723014619143,2560,6782
1576,685681090388975616,109,1847
1577,685667379192414208,508,2146
1578,685663452032069632,1317,2919
1579,685641971164143616,691,2651
1580,685547936038666240,13924,29800
1581,685532292383666176,1037,2753
1582,685325112850124800,3538,8511
1583,685321586178670592,576,2401
1584,685315239903100929,935,2972
1585,685307451701334016,392,1889
1586,685268753634967552,1060,2772
1587,685198997565345792,586,2092
1588,685169283572338688,1262,3707
1589,684969860808454144,325,2172
1590,684959798585110529,2778,6177
1591,684940049151070208,931,2908
1592,684926975086034944,411,3136
1593,684914660081053696,1306,3166
1594,684902183876321280,460,1668
1595,684880619965411328,718,1885
1596,684830982659280897,19406,31738
1597,684800227459624960,896,2465
1598,684594889858887680,3134,8021
1599,684588130326986752,1263,3750
1600,684567543613382656,1085,2711
1601,684538444857667585,842,2382
1602,684481074559381504,1060,3495
1603,684460069371654144,498,1779
1604,684241637099323392,2909,7362
1605,684225744407494656,183,1116
1606,684222868335505415,1226,3445
